"tellepunkt_id";"year_month";"vegnr";"tellepunkt_navn";"mdt"
800527;"2017-12";"Fv31";"Luksefjellvegen Sykkeltellepunkt";16
800521;"2017-12";"Fv59";"Gråten Sykkeltellepunkt";61
800525;"2018-02";"Fg32";"Siljanvegen Sykkeltellepunkt";5
800535;"2018-01";"Fg32";"Vallermyrene Sykkeltellepunkt";28
800535;"2018-02";"Fg32";"Vallermyrene Sykkeltellepunkt";23
800504;"2018-02";"Fg59";"Smieøya Sykkeltellepunkt";54
800512;"2018-02";"Fg59";"Moflata Sykkeltellepunkt";15
800536;"2018-01";"Fg152";"Folkestad Sykkeltellepunkt";2
800536;"2018-02";"Fg152";"Folkestad Sykkeltellepunkt";2
800525;"2017-01";"Fg32";"Siljanvegen Sykkeltellepunkt";11
800525;"2017-03";"Fg32";"Siljanvegen Sykkeltellepunkt";34
800518;"2017-01";"Fg32";"Bøle Sykkeltellepunkt";33
800518;"2017-03";"Fg32";"Bøle Sykkeltellepunkt";57
800507;"2017-03";"Fg32";"Menstad Sykkeltellepunkt";110
800525;"2017-06";"Fg32";"Siljanvegen Sykkeltellepunkt";76
800504;"2017-03";"Fg59";"Smieøya Sykkeltellepunkt";250
800504;"2017-01";"Fg59";"Smieøya Sykkeltellepunkt";141
800512;"2017-03";"Fg59";"Moflata Sykkeltellepunkt";63
800512;"2017-01";"Fg59";"Moflata Sykkeltellepunkt";37
800514;"2017-03";"Fg352";"Stathelle Sykkeltellepunkt";35
800529;"2017-03";"Fg356";"Øyekastvegen Sykkeltellepunkt";37
800529;"2017-01";"Fg356";"Øyekastvegen Sykkeltellepunkt";21
800522;"2017-03";"Fg357";"Falkumbrua Sykkeltellepunkt";111
800522;"2017-01";"Fg357";"Falkumbrua Sykkeltellepunkt";71
800525;"2017-04";"Fg32";"Siljanvegen Sykkeltellepunkt";55
800518;"2017-04";"Fg32";"Bøle Sykkeltellepunkt";79
800507;"2017-04";"Fg32";"Menstad Sykkeltellepunkt";154
800524;"2017-12";"Fg32";"Menstadbrua Sykkeltellepunkt";64
800503;"2017-04";"Fg32";"Borgestad Sykkeltellepunkt";208
800504;"2017-04";"Fg59";"Smieøya Sykkeltellepunkt";419
800512;"2017-04";"Fg59";"Moflata Sykkeltellepunkt";99
800518;"2017-06";"Fg32";"Bøle Sykkeltellepunkt";111
800525;"2017-05";"Fg32";"Siljanvegen Sykkeltellepunkt";88
800518;"2017-05";"Fg32";"Bøle Sykkeltellepunkt";114
800507;"2017-05";"Fg32";"Menstad Sykkeltellepunkt";229
800503;"2017-03";"Fg32";"Borgestad Sykkeltellepunkt";148
800503;"2017-05";"Fg32";"Borgestad Sykkeltellepunkt";308
800504;"2017-05";"Fg59";"Smieøya Sykkeltellepunkt";629
800512;"2017-05";"Fg59";"Moflata Sykkeltellepunkt";142
800503;"2017-08";"Fg32";"Borgestad Sykkeltellepunkt";324
800514;"2017-05";"Fg352";"Stathelle Sykkeltellepunkt";104
800507;"2017-06";"Fg32";"Menstad Sykkeltellepunkt";219
800503;"2017-06";"Fg32";"Borgestad Sykkeltellepunkt";299
800504;"2017-06";"Fg59";"Smieøya Sykkeltellepunkt";646
800512;"2017-06";"Fg59";"Moflata Sykkeltellepunkt";134
800514;"2017-06";"Fg352";"Stathelle Sykkeltellepunkt";112
800529;"2017-06";"Fg356";"Øyekastvegen Sykkeltellepunkt";92
800504;"2017-08";"Fg59";"Smieøya Sykkeltellepunkt";677
800512;"2017-08";"Fg59";"Moflata Sykkeltellepunkt";138
800514;"2017-08";"Fg352";"Stathelle Sykkeltellepunkt";118
800525;"2017-07";"Fg32";"Siljanvegen Sykkeltellepunkt";47
800518;"2017-07";"Fg32";"Bøle Sykkeltellepunkt";98
800525;"2017-08";"Fg32";"Siljanvegen Sykkeltellepunkt";75
800518;"2017-08";"Fg32";"Bøle Sykkeltellepunkt";133
800507;"2017-08";"Fg32";"Menstad Sykkeltellepunkt";243
800529;"2017-08";"Fg356";"Øyekastvegen Sykkeltellepunkt";90
800525;"2017-09";"Fg32";"Siljanvegen Sykkeltellepunkt";86
800518;"2017-09";"Fg32";"Bøle Sykkeltellepunkt";85
800507;"2017-09";"Fg32";"Menstad Sykkeltellepunkt";169
800503;"2017-09";"Fg32";"Borgestad Sykkeltellepunkt";234
800512;"2017-09";"Fg59";"Moflata Sykkeltellepunkt";132
800514;"2017-09";"Fg352";"Stathelle Sykkeltellepunkt";88
800529;"2017-09";"Fg356";"Øyekastvegen Sykkeltellepunkt";66
800504;"2017-09";"Fg59";"Smieøya Sykkeltellepunkt";501
800525;"2017-10";"Fg32";"Siljanvegen Sykkeltellepunkt";51
800518;"2017-10";"Fg32";"Bøle Sykkeltellepunkt";67
800507;"2017-10";"Fg32";"Menstad Sykkeltellepunkt";136
800503;"2017-10";"Fg32";"Borgestad Sykkeltellepunkt";180
800504;"2017-10";"Fg59";"Smieøya Sykkeltellepunkt";384
800512;"2017-10";"Fg59";"Moflata Sykkeltellepunkt";98
800514;"2017-10";"Fg352";"Stathelle Sykkeltellepunkt";58
800529;"2017-10";"Fg356";"Øyekastvegen Sykkeltellepunkt";52
800525;"2017-11";"Fg32";"Siljanvegen Sykkeltellepunkt";25
800507;"2017-11";"Fg32";"Menstad Sykkeltellepunkt";87
800503;"2017-11";"Fg32";"Borgestad Sykkeltellepunkt";114
800504;"2017-11";"Fg59";"Smieøya Sykkeltellepunkt";215
800512;"2017-11";"Fg59";"Moflata Sykkeltellepunkt";54
800514;"2017-11";"Fg352";"Stathelle Sykkeltellepunkt";28
800529;"2017-11";"Fg356";"Øyekastvegen Sykkeltellepunkt";29
800525;"2017-12";"Fg32";"Siljanvegen Sykkeltellepunkt";9
800518;"2017-11";"Fg32";"Bøle Sykkeltellepunkt";56
800518;"2017-12";"Fg32";"Bøle Sykkeltellepunkt";29
800507;"2017-12";"Fg32";"Menstad Sykkeltellepunkt";55
800503;"2017-01";"Fg32";"Borgestad Sykkeltellepunkt";91
800503;"2017-12";"Fg32";"Borgestad Sykkeltellepunkt";64
800504;"2017-12";"Fg59";"Smieøya Sykkeltellepunkt";109
800512;"2017-12";"Fg59";"Moflata Sykkeltellepunkt";27
800514;"2017-12";"Fg352";"Stathelle Sykkeltellepunkt";13
800511;"2017-01";"Fg357";"Elstrømbrua Sykkeltellepunkt";129
800519;"2017-06";"Kg1039";"Siljan Sentrum Sykkeltellepunkt";19
800519;"2017-03";"Kg1039";"Siljan Sentrum Sykkeltellepunkt";5
800513;"2017-03";"Kg4640";"Sundjordet Sykkeltellepunkt";161
800513;"2017-01";"Kg4640";"Sundjordet Sykkeltellepunkt";117
800526;"2017-03";"Kg64045";"Jonassens Bru Sykkeltellepunkt";129
800526;"2017-01";"Kg64045";"Jonassens Bru Sykkeltellepunkt";67
800520;"2017-03";"Kg67200";"Lundedalen Sykkeltellepunkt";33
800520;"2017-01";"Kg67200";"Lundedalen Sykkeltellepunkt";13
800522;"2017-12";"Fg357";"Falkumbrua Sykkeltellepunkt";46
800513;"2017-06";"Kg4640";"Sundjordet Sykkeltellepunkt";271
800519;"2017-01";"Kg1039";"Siljan Sentrum Sykkeltellepunkt";3
800519;"2017-04";"Kg1039";"Siljan Sentrum Sykkeltellepunkt";11
800513;"2017-04";"Kg4640";"Sundjordet Sykkeltellepunkt";191
800526;"2017-04";"Kg64045";"Jonassens Bru Sykkeltellepunkt";207
800520;"2017-04";"Kg67200";"Lundedalen Sykkeltellepunkt";66
800511;"2017-03";"Fg357";"Elstrømbrua Sykkeltellepunkt";199
800511;"2017-05";"Fg357";"Elstrømbrua Sykkeltellepunkt";448
800515;"2017-01";"Kg30";"Nystrand Sykkeltellepunkt";11
800522;"2017-08";"Fg357";"Falkumbrua Sykkeltellepunkt";270
800511;"2017-08";"Fg357";"Elstrømbrua Sykkeltellepunkt";439
800522;"2017-10";"Fg357";"Falkumbrua Sykkeltellepunkt";157
800519;"2017-05";"Kg1039";"Siljan Sentrum Sykkeltellepunkt";15
800513;"2017-05";"Kg4640";"Sundjordet Sykkeltellepunkt";262
800510;"2016-12";"Rg354";"Ørviksletta Sykkeltellepunkt";23
800526;"2017-05";"Kg64045";"Jonassens Bru Sykkeltellepunkt";296
800520;"2017-05";"Kg67200";"Lundedalen Sykkeltellepunkt";98
800522;"2017-06";"Fg357";"Falkumbrua Sykkeltellepunkt";269
800511;"2017-06";"Fg357";"Elstrømbrua Sykkeltellepunkt";428
800526;"2017-06";"Kg64045";"Jonassens Bru Sykkeltellepunkt";299
800520;"2017-06";"Kg67200";"Lundedalen Sykkeltellepunkt";89
800511;"2017-10";"Fg357";"Elstrømbrua Sykkeltellepunkt";268
800511;"2017-04";"Fg357";"Elstrømbrua Sykkeltellepunkt";307
800522;"2017-09";"Fg357";"Falkumbrua Sykkeltellepunkt";222
800511;"2017-09";"Fg357";"Elstrømbrua Sykkeltellepunkt";370
800514;"2018-02";"Fg352";"Stathelle Sykkeltellepunkt";7
800515;"2017-04";"Kg30";"Nystrand Sykkeltellepunkt";36
800515;"2017-07";"Kg30";"Nystrand Sykkeltellepunkt";67
800515;"2017-10";"Kg30";"Nystrand Sykkeltellepunkt";31
800515;"2017-08";"Kg30";"Nystrand Sykkeltellepunkt";70
800519;"2017-08";"Kg1039";"Siljan Sentrum Sykkeltellepunkt";24
800513;"2017-08";"Kg4640";"Sundjordet Sykkeltellepunkt";260
800526;"2017-08";"Kg64045";"Jonassens Bru Sykkeltellepunkt";307
800520;"2017-08";"Kg67200";"Lundedalen Sykkeltellepunkt";86
800522;"2017-11";"Fg357";"Falkumbrua Sykkeltellepunkt";85
800522;"2017-07";"Fg357";"Falkumbrua Sykkeltellepunkt";207
800511;"2017-07";"Fg357";"Elstrømbrua Sykkeltellepunkt";336
800519;"2017-07";"Kg1039";"Siljan Sentrum Sykkeltellepunkt";17
800513;"2017-07";"Kg4640";"Sundjordet Sykkeltellepunkt";218
800526;"2017-07";"Kg64045";"Jonassens Bru Sykkeltellepunkt";232
800520;"2017-07";"Kg67200";"Lundedalen Sykkeltellepunkt";52
800511;"2017-12";"Fg357";"Elstrømbrua Sykkeltellepunkt";88
800515;"2017-09";"Kg30";"Nystrand Sykkeltellepunkt";39
800519;"2017-09";"Kg1039";"Siljan Sentrum Sykkeltellepunkt";12
800513;"2017-09";"Kg4640";"Sundjordet Sykkeltellepunkt";194
800526;"2017-09";"Kg64045";"Jonassens Bru Sykkeltellepunkt";258
800520;"2017-09";"Kg67200";"Lundedalen Sykkeltellepunkt";85
800519;"2017-10";"Kg1039";"Siljan Sentrum Sykkeltellepunkt";6
800513;"2017-10";"Kg4640";"Sundjordet Sykkeltellepunkt";170
800526;"2017-10";"Kg64045";"Jonassens Bru Sykkeltellepunkt";180
800520;"2017-10";"Kg67200";"Lundedalen Sykkeltellepunkt";50
800519;"2018-01";"Kg1039";"Siljan Sentrum Sykkeltellepunkt";1
800511;"2017-11";"Fg357";"Elstrømbrua Sykkeltellepunkt";151
800519;"2018-02";"Kg1039";"Siljan Sentrum Sykkeltellepunkt";0
800515;"2017-11";"Kg30";"Nystrand Sykkeltellepunkt";17
800519;"2017-11";"Kg1039";"Siljan Sentrum Sykkeltellepunkt";3
800513;"2017-11";"Kg4640";"Sundjordet Sykkeltellepunkt";143
800526;"2017-11";"Kg64045";"Jonassens Bru Sykkeltellepunkt";90
800520;"2017-11";"Kg67200";"Lundedalen Sykkeltellepunkt";19
800515;"2017-03";"Kg30";"Nystrand Sykkeltellepunkt";28
800515;"2017-05";"Kg30";"Nystrand Sykkeltellepunkt";55
800515;"2017-06";"Kg30";"Nystrand Sykkeltellepunkt";59
800515;"2017-12";"Kg30";"Nystrand Sykkeltellepunkt";9
800513;"2017-12";"Kg4640";"Sundjordet Sykkeltellepunkt";88
800526;"2017-12";"Kg64045";"Jonassens Bru Sykkeltellepunkt";47
800520;"2017-12";"Kg67200";"Lundedalen Sykkeltellepunkt";7
800509;"2016-07";"Fv31";"Ballestad Sykkeltellepunkt";139
800509;"2016-10";"Fv31";"Ballestad Sykkeltellepunkt";101
800509;"2016-12";"Fv31";"Ballestad Sykkeltellepunkt";37
800524;"2016-12";"Fg32";"Menstadbrua Sykkeltellepunkt";76
800503;"2016-03";"Fg32";"Borgestad Sykkeltellepunkt";106
800503;"2016-04";"Fg32";"Borgestad Sykkeltellepunkt";210
800503;"2016-06";"Fg32";"Borgestad Sykkeltellepunkt";343
800512;"2016-12";"Fg59";"Moflata Sykkeltellepunkt";36
800522;"2016-12";"Fg357";"Falkumbrua Sykkeltellepunkt";62
800511;"2016-02";"Fg357";"Elstrømbrua Sykkeltellepunkt";105
800511;"2016-05";"Fg357";"Elstrømbrua Sykkeltellepunkt";400
800511;"2016-06";"Fg357";"Elstrømbrua Sykkeltellepunkt";525
800511;"2016-07";"Fg357";"Elstrømbrua Sykkeltellepunkt";447
800511;"2016-12";"Fg357";"Elstrømbrua Sykkeltellepunkt";121
800511;"2015-06";"Fg357";"Elstrømbrua Sykkeltellepunkt";403
800528;"2016-11";"Kv1730";"Deichmannsgate Sykkeltellepunkt";84
800528;"2016-12";"Kv1730";"Deichmannsgate Sykkeltellepunkt";39
800515;"2016-12";"Kg30";"Nystrand Sykkeltellepunkt";13
800513;"2016-12";"Kg4640";"Sundjordet Sykkeltellepunkt";107
800526;"2016-12";"Kg64045";"Jonassens Bru Sykkeltellepunkt";69
800520;"2016-12";"Kg67200";"Lundedalen Sykkeltellepunkt";13
